State,class
s0,Botnet-TCP-Attempt-SPAM
"B*R,s,R.a.r,r,",Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
S0,Botnet-TCP-Attempt-SPAM
"R,R*",Botnet-TCP-Attempt-SPAM
B*r*b*r*,Botnet-TCP-Attempt-SPAM
S*r*r*r*s+,Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
r*s*A*r*r*R+,Botnet-TCP-Attempt-SPAM
v*,Botnet-TCP-Attempt-SPAM
R*B*,Botnet-TCP-Attempt-SPAM
i0,Botnet-TCP-Established-Custom-Encryption
B*,Botnet-TCP-Attempt-SPAM
S*s*r*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
s0,Botnet-TCP-Attempt-SPAM
y*H*,Botnet-TCP-CC-HTTP-Not-Encrypted
B0,Botnet-TCP-Attempt-SPAM
"r,r,A,r,R.r,a,",Botnet-TCP-Attempt-SPAM
S*S*S*s*,Botnet-TCP-Attempt-SPAM
y.y.Y*Y+Y*Y+Y*y*,Botnet-TCP-Established-HTTP-Ad
Y.Y*Y+y+y+Y*Y+y+y+y*y+y*h*Y+Y*y*y*y+,Botnet-TCP-Established-HTTP-Ad
r.,Botnet-TCP-Attempt-SPAM
"V,S0",Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
S0,Botnet-TCP-Attempt-SPAM
"B,R0",Botnet-TCP-Attempt-SPAM
"Y*V,E,y+v*y*y*z0",Botnet-TCP-Attempt-SPAM
"Y*V,E,y+v*y*y*z0",Botnet-TCP-CC-HTTP-Not-Encrypted
H.,Botnet-TCP-Established-HTTP-Binary-Download
s*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
A*,Botnet-TCP-Attempt-SPAM
v*E*,Botnet-TCP-Attempt-SPAM
V*v*E*,Botnet-TCP-Attempt-SPAM
s*s*,Botnet-TCP-Attempt-SPAM
"x,x,r,R.X,X.X,X.x,r.r,",Botnet-TCP-WEB-Established
s*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*b*,Botnet-TCP-Attempt-SPAM
"Z*Y,Z*Y,Z*Z.Z*Y,",Botnet-TCP-Established-HTTP-Ad
v0,Botnet-TCP-Attempt-SPAM
S0,Botnet-TCP-Attempt-SPAM
S0,Botnet-TCP-Attempt-SPAM
"S,R*r*r*r*R,r+A+r+r+a+R*r*r*s*R,r+",Botnet-TCP-Attempt-SPAM
v*v0,Botnet-TCP-Attempt-SPAM
"y,Y.Y,y,Y.Y,y,",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
s*,Botnet-TCP-Attempt-SPAM
s0,Botnet-TCP-Attempt-SPAM
v*v*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
z*z+i+I*i*i+i*i*I+i+i*I+I*i*i*i*i*i+i+i*z*z*I+I*i*i*I+i*,Botnet-TCP-Established-HTTP-Ad
"y,y.",Botnet-TCP-WEB-Established
"B*B*R,R+r*r*R,R+",Botnet-TCP-Attempt-SPAM
"R,R*r+r*r*R+r+",Botnet-TCP-Attempt-SPAM
"y+y*y*H*y+z*Y,Y*Y+Y*",Botnet-TCP-Established-SPAM
"s*S,",Botnet-TCP-Attempt-SPAM
R.S0,Botnet-TCP-Attempt-SPAM
"s+S*S+s,S*S+s+S*S+s+s*S+r*S,S+s+s+B+s+S*s*s*S,s+s+s+s+s+s*s+s*",Botnet-TCP-Attempt-SPAM
"s,S*S+B+r+r*b*s+s+S*S+S*S+s*B*S,s+s,s+S*B*B*s*S,S*s+s*",Botnet-TCP-Attempt-SPAM
H*Y+y*H*y*y*y*,Botnet-TCP-Established-SPAM
"s,S*s+s+S*S,s+s+r+s*S+s+S*S,S+s,r+r,s+s,S*S,s+s,S*s*s*S,S*B*S,S*b*s+s+S,",Botnet-TCP-Attempt-SPAM
"s,S*S+s,S*S+s*r+S,S*S+B+S*S,S*B+s*S+s*s+S*B*s+s+s+s,B,s+",Botnet-TCP-Attempt-SPAM
Y*y*y*y+y*,Botnet-TCP-Established-SPAM
"S*S,s+s,S*",Botnet-TCP-Attempt-SPAM
"s+B+S*S+S*S+B+s+S*S,B,S*S+s*S,S*S+a+B+s+B*s*s+r*S+R*s+s+s,s+s,",Botnet-TCP-Attempt-SPAM
a.r.R.r.R.r.r.R.r.a.r.R.r.R.R.A.r.r.F.R.R.r.R.R.r.r.r.r.R.R.A.r.w.r.r.r.W.R.,Normal-Stribrek
Z.W.Z000Z.Z.Z.Z.,Normal-Stribrek
Z.Z.Z.z.,Normal-Stribrek
X.X.X.X.X.X.,Normal-Stribrek
Z.Z+W.,Normal-Stribrek
z.F.f.w.z.W.z.w.Z.Z.Z+Z.z.z.Z.Z.Z.Z.Z.Z.Z.Z.Z.Z+Z.I.I.i.,Normal-Stribrek
"X+X.X,X.X,X.X+X.X+X.X.",Normal-Stribrek
X.,Normal-Stribrek
"F.X+X.X,X.X+",Normal-Stribrek
X.,Normal-Stribrek
"w.W,W.W*W.",Normal-Stribrek
"W,W.",Normal-Stribrek
"z.F.W.w.Z.W,W.W.w.w.W*W.W.W.W.w.W*W.F.W.w.w.W,W.w.f.W,W.W,W.W,W.W,F,W.W*",Normal-Stribrek
"W.W.w.W.W,W.W.W.w.W*W.W,f,w+w,W.",Normal-Stribrek
"W.Z*i*W,W.W*W.w.w.f.Z,W.W.w.",Normal-Stribrek
"Z.Z*W.w.W.W,W.W*W.",Normal-Stribrek
"h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,",Normal-Stribrek
"h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,y+y,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,",Normal-Stribrek
W.W.w.w.,Normal-Stribrek
"F.X.Z,",Normal-Stribrek
"Z.W.w.Z.W,W.",Normal-Stribrek
"W.F.W,W.",Normal-Stribrek
i0i0i0i0,Normal-Stribrek
"y,y.H.y.H.H.H.H.H.H.y.H.y,y,y.Y*Y.y.H.y.H.H.H.h.H.y,y.H.H.H.H.y.H.Y*Y.H.H.y.",Normal-Stribrek
z.Z.Z.Z.Z*z0Z.I.i.I.I.Z00z*Z.Z.z.z.z.,Normal-Stribrek
"u,D,u,u,u,U+u,u,U,u,u,u,u,u+D+u+u+u,u,d,U+U,W+U,U+u,u+u+u,u+u,u,U,u,u,u,u,u,",Normal-Stribrek
Z.I.i.I.I.Z0z*z*z*Z.I.Z.Z.Z.Z*z*z*z*I*Z.Z.z.i.i.Z+I*Z.i.Z.Z.z.,Normal-Stribrek
"+d,u,U+U,U+D+u,d,u,u,u,U,u,u+u,D,u,u,u,d,u+U,U+u+d,u+u,d,u,U+u,u+u+u,u,U+D+u",Normal-Stribrek
"Y.H.Y+Y.y.Y+Y.H.Y+Y.y.Y+Y.H.Y+Y.y.Z+x,Y*Y.y.Y+Y.h.Y+Y.y.Z+Z.z.Z.I.z.Y,Y.H.Y+",Normal-Stribrek
",U,U,U+u,u,u+u,u,U+U,d,u,u,D,U,d,d,U,u+u+U,u,u,u,u+U,u,U+D+D+u,u,u+U,d,u,u+u",Normal-Stribrek
"Z.Z.Z.z.I.Y,Y.h.Y,Y.y.H.y.y.Y+Y.H.Y+Y.H.Y+Y.h.Y+Y.y.Y+Y.y.Y+Y.H.Y+Y.y.Y+Y.H.",Normal-Stribrek
",U+u+u,u,D,u,u+u,u+U,U+u,u,U+U,u+u,u,u,u,u,u,d,u,u+U,U+u+u+u,d,D,u,u,u,u,U+U",Normal-Stribrek
Z.I.Z.I.I.Z*Z.I.Z.z.I.Z*z*z*Z*Z.I.I.I.z.Z*z*,Normal-Stribrek
"+u,u,U+U,U+D+U,d,u,d,u,u+u,D,d,D,u+u,u+U,U+D+u+D+d+U,d,U+D+u,u+U,u,u,u+u,U*U",Normal-Stribrek
"W.w.w.W.W,W.F.F.W+W.F.F.Z*Z.Z.Z.",Normal-Stribrek
Z.Z*z*z*z*z*Z.I.i.I.I.Z*z*Z0Z.z.Z.z.z.Z0,Normal-Stribrek
"+u,u+D,D,u,d,u,u,u,u,u,U+U,u+U,U+u,u+u+u,d,u,U+U,d,u,u,U+u+U,u,u,u,u+u+U,u,u",Normal-Stribrek
I*z*z*W.Z*I*z*I*I*I*z*z*z*Z*Z*z*z*,Normal-Stribrek
z*Z.Z*z*I*i*z*Z+z*z*z*z*z*I*z*z*z*z*z*z*z+,Normal-Stribrek
z.I.I.i.Z.Z.z.i.z.z.Z.Z.z.Y.Z.Y.Z.Z.Z.Z.z.Z.Z0Z.,Normal-Stribrek
Z*,Normal-Stribrek
z0,Normal-Stribrek
W.,Normal-Stribrek
H.Y.H.H.,Normal-Stribrek
"Z.i.I.h.Z.y,I,z,z,z,z,I,z,I,F,",Normal-Stribrek
w.,Normal-Stribrek
h0W.Y*i0,Normal-Stribrek
f.,Normal-Stribrek
i0i0i0i0,Normal-Stribrek
z*F0Z+Z0i0,Normal-Stribrek
"w.F.F.W,",Normal-Stribrek
I.F.,Normal-Stribrek
"Z.w.z.F.W,W.",Normal-Stribrek
Z.W.,Normal-Stribrek
W.W.,Normal-Stribrek
W.w.W.w.,Normal-Stribrek
.H.H.y.Y.y.y.y.Y.y.y.Y.y.y.h.y.y.H.H.y.y.h.h.h.h.h.h.H.H.y.y.H.h.y.y.h.h.h.h,Normal-Stribrek
"I.f.W.W.W,W.W*Y.Z.W.W.w.",Normal-Stribrek
F.W.,Normal-Stribrek
W.w.,Normal-Stribrek
"Z,Z0z0Z*",Normal-Stribrek
"W.w.W,W.w.W,W.f.Z*Z.W,W.w.Z*y+Y.z.Z*Z.Z.z.z.Z.Z*z0z*z*",Normal-Stribrek
Z*Z.Y.Z.Z*z*z*z0,Normal-Stribrek
z.Z.Z.W*w*z*Z.i.i.I.I.Z*I*i*W.,Normal-Stribrek
Z0I0,Normal-Stribrek
Z.z.z.I.I.Z0z*,Normal-Stribrek
W.F.w.W.W.Z*Z.Z.z.Z0i0,Normal-Stribrek
"z*z*Z,Z+Z*z*z0",Normal-Stribrek
Z+Z*w*W.W+W.f.f.w.W.Z*z*I*z0z0,Normal-Stribrek
Z0Z*Z0z*z*,Normal-Stribrek
"W.F.w.w.W,W.w.F.W,W.w.w.W*W.W+W*z0y*W.F.W.Z0",Normal-Stribrek
"z*y*X.X.G.Y,Y.w.Z00",Normal-Stribrek
z*z*Z0z0,Normal-Stribrek
I*z0Z*Z*z*,Normal-Stribrek
"W.F.w.F.W.W.W*W.W.W.W.W,W.w.F.f.Z+Z.Z,z,z,Z.Z.Z.Z00z*Z+Z*",Normal-Stribrek
z0z*z*,Normal-Stribrek
"Z.Z.Z.z.z.z.z.z.I.I.i.W+W.W,W.W.W+W.w.f.f.f.Z*Z.Z.Z.W.Z,i,Z.I.Z.Z00",Normal-Stribrek
"W*W.W,Z*Z+z*Z,Z.z.Z.Z*Z00",Normal-Stribrek
z0z*I*z*z*,Normal-Stribrek
"Z.Z,Z*Z,Z.z.i.Z*z*z*W*W.Z0",Normal-Stribrek
0z*,Normal-Stribrek
"w.W*W,W.Z0z00",Normal-Stribrek
z0z*z*z*Z+,Normal-Stribrek
I*z*z*z0,Normal-Stribrek
z*z0,Normal-Stribrek
W.Z+w*W.W.W.W.Z+Z.Z.z.I.Z.Z*z*z0z*Z*,Normal-Stribrek
"W.W.w.W,W.w.w.",Normal-Stribrek
W.W.W.Z*Z.,Normal-Stribrek
Z*Z.I.i.I.I.Z0Z.Z.,Normal-Stribrek
"Z.Z.I.i.W+W.w.W,W.W+W.F.f.W+W.W.W+w+W.Z*Z.Z.F.f.F.W0W.W+W.",Normal-Stribrek
i0i0i0i0,Normal-Stribrek
"f.F.W.W.W.W,W.W.W.W.",Normal-Stribrek
"Y.Z.i.y.W.Z,Z.Z.I.",Normal-Stribrek
"Y.Z,Z.Z.Z,Z.Z.",Normal-Stribrek
"x,x,G,W*W.W.W.W.Z,Y.i.I.X,X,G,g,",Normal-Stribrek
Z.Z.Z.Z.,Normal-Stribrek
Z.i.i.,Normal-Stribrek
".x.G.G.X.X.X.x.X,X.X.G.g.X,X.X.g.W*W.W.W.W.W.W,W.F.F.w.w.X,X.X.x.x.x.x.X.x.x",Normal-Stribrek
Z*Z*Z.,Normal-Stribrek
x.x.x.G.G.x.x.,Normal-Stribrek
Z.,Normal-Stribrek
"W*Z.F.w.W.w.W,Y.w.I.W.W.f.Y,Y.Z,Z.Y.",Normal-Stribrek
"w.W.W.W.Z,Z.w.w.z.Y,Y.Y.Y,Y.Y.Z,Z.Z.",Normal-Stribrek
Z.Z.Z.I.,Normal-Stribrek
Z.z.z.Z.,Normal-Stribrek
Z.z.I.Z.,Normal-Stribrek
Z.z.z.Z.,Normal-Stribrek
X.,Normal-Stribrek
"E.v.V.X+x+X*X,V*V.e.e.Y,V.v.X,X.X,x,G,",Normal-Stribrek
"v.X,X+",Normal-Stribrek
"E.X.x.y.V.E.X,X+x*X*X.x,x,",Normal-Stribrek
Z.z.Z.Z.,Normal-Stribrek
"W.F.W.W.W,W.w.W,",Normal-Stribrek
"i.i.f.f.W,W.Z*Z.I.Z.Z.z.",Normal-Stribrek
".Z+Z.z.Z,z+Z.Z,Z.i.Z+z,Z.i.Z+Y.Z+z,Z.I.Z+Z.z.Z,Z.Z+Z.Z.Z,z+Z.I.Z*Z.Z,Z.Z*Z,Z",Normal-Stribrek
"+z,Z.I.Z+Z.z.Z,z+z,Z.i.Z+Z.z.Z,y+Y.y.Z,Z.Z+Z.Z.Z+Z.Z,Z.Z+z,Z.i.Z+Z.z.Z,Z.z.Z",Normal-Stribrek
",z+z,Z.Z+Z.Z.Z,z+z,Z.Z+z,Z.Z+Z.Z,Z.Z*Z.Z,Z.Z*Z.Z,Z.Z+Z.Z,Z.Z+Z.Z,Z.Z+z,Z.Z+Z",Normal-Stribrek
"Z.Y,Y.y.Y.Y.Y.y.Z,y,Y.Y.H.y.y.Y,Y.Y.Y.Y.Y.y.Z,W.W.w.W.W.y.W.z.W.W+Z.F.w.W.W.",Normal-Stribrek
"y.h.H.y.Z.Y,Y.Y.Y.Y.y.Z,Z.Z.z.Z.Z.Z,Z.Z.z.z.z.",Normal-Stribrek
"I.f.f.I.Z.Z.Z.z.z.Z.Z,Z.z.",Normal-Stribrek
X.X.g.X.X.x.X.X.G.G.X.X.x.X.x.X.X.X.G.x.X.g.X.G.X.G.X.X.X.X.G.Y.Y.Y.y.Y.Y.Z.,Normal-Stribrek
"G,G,x,w,Y.f.f.X,v,V.V.X,v.V.v.X,e,V.E.X,v.V.v.X,F,W.w.",Normal-Stribrek
i0i0i0,Normal-Stribrek
"H.y,h,X.Y.y.H.h.y.y.H.H.x.y.y.H.H.Y.Y.H.H.h.H.y.y.y.H.y.h.y.y.y.y.y.y.y.y.y.",Normal-Stribrek
"W.W0W.W,W.W,",Normal-Stribrek
"W.w.w.Z,W.W.f.F.F.Z0Z,Z*W.w.W.W.W.Z,W.W.W.W.w.Z,W.W.w.w.F.W,W.w.",Normal-Stribrek
"Z.z.Z.W.W,W.F.f.f.F.W.Z0Z.Z.Z.Z,Z*Z.Z.w.z.W.W.W,W.W.w.f.w.W.Z,V.V.F.E.e.W,W.",Normal-Stribrek
"w.W.W.Z,W.W.F.F.F.Z0Z.z.Z.z.z.Z,W*W.F.W.W.w.W,W.F.f.F.F.Z,Z.Z.z.z.i.W,W.w.F.",Normal-Stribrek
F.,Normal-Stribrek
"W,W.w.w.",Normal-Stribrek
W.W.,Normal-Stribrek
W.,Normal-Stribrek
W.w.,Normal-Stribrek
"w.Z*W,W.",Normal-Stribrek
"W.W,W.W*W.W.",Normal-Stribrek
W.,Normal-Stribrek
w.w.,Normal-Stribrek
W.Z*,Normal-Stribrek
w.w.,Normal-Stribrek
"f.W*Z.f.W,",Normal-Stribrek
W.W*W.,Normal-Stribrek
W.,Normal-Stribrek
".W.F.W.w.W.W.W.w.w.f.W.Z.Z.F.f.W.Y,z,Z.z.Y.Y.Z,Z.Y,Y.Z.z.Y+Z.I.I.z.Y.Z.F.W.W",Normal-Stribrek
i0i0i0,Normal-UDP-NTP-server
v*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
S0s*,Botnet-TCP-Attempt-SPAM
v*,Botnet-TCP-Attempt-SPAM
V*E*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
s*R+,Botnet-TCP-Attempt-SPAM
B*V*,Botnet-TCP-Attempt-SPAM
B*r*r*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
v0,Botnet-TCP-Attempt-SPAM
s*S*,Botnet-TCP-Attempt-SPAM
r.,Botnet-TCP-Attempt-SPAM
S+S*,Botnet-TCP-Attempt-SPAM
V0,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
"S,r,S.S,S*",Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
S0,Botnet-TCP-Attempt-SPAM
s*r*R*r*,Botnet-TCP-Attempt-SPAM
"r,r,R*",Botnet-TCP-Attempt-SPAM
"A,",Botnet-TCP-Attempt-SPAM
R+s*,Botnet-TCP-Attempt-SPAM
".V.V.E.d.D.S,S.R.u.W.D.s.R.u.r.U,u.w,W.U,U.F.U.d.d.U.u.U.U.U,U.r.W.U.W.U,U.u",Botnet-UDP-Attempt-DNS
".w.U.W.R,r,R.u.d.U,S.B.u.u.U,V.v.U.U.U.V.U,U.W,U.U,U.w.u.f.d.U.U.u.u.D.r.U,U",Botnet-UDP-DNS
"R,R*",Botnet-TCP-Attempt-SPAM
r.,Botnet-TCP-Attempt-SPAM
a*,Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
r*r*A*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
S.,Botnet-TCP-Attempt-SPAM
",I,F,E,z+w,F,I,F,E,z+w,w,f,E,y+z+W,F,F,F,E,z+w,w,w,F,E,z+w,f,f,E,z+w,f,F,E,z",Botnet-TCP-CC-HTTP-Not-Encrypted
"Y,",Botnet-TCP-WEB-Established
"y.y,I,Z.",Botnet-TCP-WEB-Established
"y.h.Y,y,y,",Botnet-TCP-WEB-Established
"h,Y.b.Y*Y+Y.H.Y+Y,y.Y*Y,y.v.Y+Y.y.y.y.y.Y+Y,H,Y.Y+Y,y.y.Y*Y,Y*y+h+H+y*H*y+h+",Botnet-TCP-Established-HTTP-Ad
"r,r.r.A.r,",Botnet-TCP-Attempt-SPAM
v*,Botnet-TCP-Attempt-SPAM
E*,Botnet-TCP-Attempt-SPAM
v*,Botnet-TCP-Attempt-SPAM
v*,Botnet-TCP-Attempt-SPAM
"z,s,",Botnet-TCP-WEB-Established-SSL
s*,Botnet-TCP-Attempt-SPAM
V00,Botnet-TCP-Attempt-SPAM
i0,Botnet-UDP-Attempt
i0,Botnet-UDP-Custom-Encryption
v*,Botnet-TCP-Attempt-SPAM
s0,Botnet-TCP-Attempt-SPAM
I+Y00,Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
S.,Botnet-TCP-Attempt-SPAM
r*r+r*r*r*,Botnet-TCP-Attempt-SPAM
a+r+,Botnet-TCP-Attempt-SPAM
r+R*,Botnet-TCP-Attempt-SPAM
r*r+,Botnet-TCP-Attempt-SPAM
"R,a,s,A,s,s,",Botnet-TCP-Attempt-SPAM
A+S*,Botnet-TCP-Attempt-SPAM
"A,",Botnet-TCP-Attempt-SPAM
"b+s*s+s+s,s+s,S*s*B+s*s*S*b*s*S+S*",Botnet-TCP-Attempt-SPAM
"r,",Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
R+,Botnet-TCP-Attempt-SPAM
s*s*,Botnet-TCP-Attempt-SPAM
y*,Botnet-TCP-Established-HTTP-Ad
"y.R*Y.Y.Z.Y*Y.Y+Z.y,R+Z.y.Y*R.e.Y*y*y*",Botnet-TCP-Established-HTTP-Ad
z*Z.Z+Z.Z*z*z*y*y*,Botnet-TCP-Established-HTTP-Ad
"Y.Z*Z+z+z+z+X,X.Z.Z,Z.g.z.z.z.z.z.Z,Z.Z*Y,Z+z+y*Y.Z*z+z+z+y+Z*y*y*z*Y*",Botnet-TCP-Established-HTTP-Ad-yieldmanager
"A*Z,Z*Y0Y*",Botnet-TCP-WEB-Established
Z.I.Z+Y0,Botnet-TCP-Established-HTTP-Adobe
z*z*z+y*y+i+H+Y*z*Y+y+y+,Botnet-TCP-Established-HTTP-Ad
"Y.H.R*Y.v.Y+Y.R*Y.y.U*V.U*r*Y.R*V,",Botnet-TCP-Established-HTTP-Ad
i*z*i*z*z*Y+I+z*z*z*h*H+,Botnet-TCP-Established-HTTP-Ad
y*,Botnet-TCP-WEB-Established
+i+I+I+I+i+I+I+i+I+i+i+i+i+i+i+i+i+I+i+i+i+i+i+i+i+i+i+i+i+I+i+I+i+I+I+i+i+I,Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
s+s+b+b+S*S+B+S*S+S*S+b+s*s*s+s+s*S+s*,Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
"R,r.",Botnet-TCP-Attempt-SPAM
S+S*,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
"y,y,z,",Botnet-TCP-Established-HTTP-Binary-Download
S*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
"Z,i,y,Y.z.",Botnet-TCP-WEB-Established
Y*,Botnet-TCP-CC-HTTP-Not-Encrypted
r*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
v*v*,Botnet-TCP-Attempt-SPAM
S.,Botnet-TCP-Attempt-SPAM
"S*S,",Botnet-TCP-Attempt-SPAM
R+R*,Botnet-TCP-Attempt-SPAM
s*s*S*,Botnet-TCP-Attempt-SPAM
"S*S,",Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
S*A*,Botnet-TCP-Attempt-SPAM
"s*R,",Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
R0,Botnet-TCP-Attempt-SPAM
B*r*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
r*s*,Botnet-TCP-Attempt-SPAM
R+,Botnet-TCP-Attempt-SPAM
r.,Botnet-TCP-Attempt-SPAM
A+r*R*r*,Botnet-TCP-Attempt-SPAM
"S*s*b*S,s,S+s*",Botnet-TCP-Attempt-SPAM
"R+s+s+s*s*S,s+",Botnet-TCP-Attempt-SPAM
"R+R,S*s*s*B*",Botnet-TCP-Attempt-SPAM
S*S+R*s*,Botnet-TCP-Attempt-SPAM
"s*S,s,S*",Botnet-TCP-Attempt-SPAM
R0,Botnet-TCP-Attempt-SPAM
"r*S*S,s,s+S*s+s+S*S+s*S+S*s*S,",Botnet-TCP-Attempt-SPAM
"s,s+S*s+s+S*S+s*S+S*s*",Botnet-TCP-Attempt-SPAM
"H,Y.Y.y.y.y.H.H.y.y.y.y.Y.Y.Y.y.Y.H.Y.Y.y.Y.S,s.y.h.",Botnet-TCP-WEB-Established
r0,Botnet-TCP-Attempt-SPAM
"R*s*S+S*s*S,",Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
s*s*,Botnet-TCP-Attempt-SPAM
s*s*s*,Botnet-TCP-Attempt-SPAM
S+,Botnet-TCP-Attempt-SPAM
S*S*s*s*,Botnet-TCP-Attempt-SPAM
s*s*,Botnet-TCP-Attempt-SPAM
S+S*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*s+s+,Botnet-TCP-Attempt-SPAM
"r+s+s+r*R,A,R*s+r+R,R*R,R*",Botnet-TCP-Attempt-SPAM
R+R*s*r*,Botnet-TCP-Attempt-SPAM
"R,s,S*",Botnet-TCP-Attempt-SPAM
s+,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
S+,Botnet-TCP-Attempt-SPAM
s+S0,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
"r.R,",Botnet-TCP-Attempt-SPAM
r*R*r*r+,Botnet-TCP-Attempt-SPAM
"r*R*R,",Botnet-TCP-Attempt-SPAM
"r*b*r*R,R*s*",Botnet-TCP-Attempt-SPAM
r+s*R+R*R+,Botnet-TCP-Attempt-SPAM
r+S*r*r*,Botnet-TCP-Attempt-SPAM
r*r0,Botnet-TCP-Attempt-SPAM
"S,b,",Botnet-TCP-Attempt-SPAM
"i*i+Z,Z+z*z*i*i+i*i+i*I+i*i+i*I+z*z*i*i*i+i*i*i+",Botnet-TCP-Established-HTTP-Ad
S+,Botnet-TCP-Attempt-SPAM
A*,Botnet-TCP-Attempt-SPAM
S*R+r*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
"r.r,A,r,R*r*r*r*R,r,r,R*r+s*A+A+r+",Botnet-TCP-Attempt-SPAM
",Z+Y,y,y+Y,H,S+Z,H,Y+Y,Z+Y,Y+Z,Y+y*Y,I,Z+Z,i,Z+Y,I,z+z,I,Y*Z,H,Z+z,I,z+y,y+Y",Botnet-TCP-Attempt-SPAM
"+Y,H,S+Z,H,Y+Y,Z+Y,Y+Z,Y+y*Y,I,Z+Z,i,Z+Y,I,z+z,I,Y*Z,H,Z+z,I,z+y,y+Y,Y+H*Y,Y",Botnet-TCP-Established-HTTP-Ad
"s+s+A+s*S,S*b*s*s*s+s+s+s+s+s+",Botnet-TCP-Attempt-SPAM
B*s*,Botnet-TCP-Attempt-SPAM
s*B*s*,Botnet-TCP-Attempt-SPAM
"S*R,",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
"y,",Botnet-TCP-HTTP-Google-Net-Established
"Z,z+",Botnet-TCP-HTTP-Google-Net-Established
"y.y,z,",Botnet-TCP-HTTP-Google-Net-Established
"s*S,B,S*S,S*",Botnet-TCP-Attempt-SPAM
s*S+s*,Botnet-TCP-Attempt-SPAM
"S*s*S,S+s+S*",Botnet-TCP-Attempt-SPAM
s*S+s+S*,Botnet-TCP-Attempt-SPAM
S0S+s*S+s+,Botnet-TCP-Attempt-SPAM
S.,Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
"y.H.y.y.y.y.y.H.y.Y.z.Y,y,H,H,y.y.E,y,I,y,y.y,y.y.H,y.z,E,H,v.H.y.y.z.z,h,H,",Botnet-TCP-Not-Encrypted-SMTP-Private-Proxy
"R.R,z,",Botnet-TCP-WEB-Established
"R,r,r,R*",Botnet-TCP-Attempt-SPAM
"S,r,s+R,S.S,S.s.S*r*",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
"S*S,S*s+s*",Botnet-TCP-Attempt-SPAM
s*B*,Botnet-TCP-Attempt-SPAM
r*r*s*r*r*,Botnet-TCP-Attempt-SPAM
r+S*S+S*,Botnet-TCP-Attempt-SPAM
A*r*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
