State,class
"W.W+X.W.X.X,R.R.X,X.X.",Normal-Grill
Y.,Normal-Grill
"w.I.f.Z+R,",Normal-Grill
"z.W.Z.W.Z.Z.z.Z.Z.z.Z+Z.z.Z.Z.W.Z.Z.Z.z.z.z.R,R.X,",Normal-Grill
"W.X+W.X.X,H,X.",Normal-Grill
W.,Normal-Grill
Y.W.w.W+W.W.,Normal-Grill
"z.i.i.Z,",Normal-Grill
"Y,A,",Normal-Grill
"Y.Y*Y.Y+Y,",Normal-Grill
H*,Normal-Grill
i0,Normal-Grill
z.w.w.F.Y*Z.Z.W.Y.W.W.W.,Normal-Grill
Z.Z*,Normal-Grill
h0,Normal-Grill
"Y.Y.h.h.X.X.g.g.G.X.X.X.X.x.X,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,",Normal-Grill
z*I*,Normal-Grill
f0,Normal-Grill
F.,Normal-Grill
W.W.,Normal-Grill
W.w.,Normal-Grill
"w.R,R.",Normal-Grill
W.Z*,Normal-Grill
W.W.w.w.X*Y.Z.,Normal-Grill
0W.,Normal-Grill
i0,Normal-Grill
Z.,Normal-Grill
W.W.W.W*W.,Normal-Grill
i0,Normal-Grill
w.,Normal-Grill
W.,Normal-Grill
z.z.,Normal-Grill
y.Y.y.Y.,Normal-Grill
w.,Normal-Grill
H.H.Y.Y.,Normal-Grill
Y.Y.H.y.,Normal-Grill
W.X+,Normal-Grill
"Y,G,",Normal-Grill
X.,Normal-Grill
w.w.,Normal-Grill
"Y.Y.Y.H.Y,H,h,h,h,h,H,h,",Normal-Grill
X.,Normal-Grill
Z.Z.Z.Z.,Normal-Grill
H*Y.,Normal-Grill
S*,Botnet-TCP-Attempt-SPAM
A*,Botnet-TCP-Attempt-SPAM
A.S.,Botnet-TCP-Attempt-SPAM
R.S.,Botnet-TCP-Attempt-SPAM
R.S.,Botnet-TCP-Attempt-SPAM
R.S.S*S.r.S.,Botnet-TCP-Attempt-SPAM
R.S.S*,Botnet-TCP-Attempt-SPAM
"U.R*b*a*b*a*a*a*a*a*a*a*a*a*a*a*A*a*r*u+R,R*A*R.R*",Botnet-UDP-DNS
"s*S,S.b.B.r.S.s,S*",Botnet-TCP-Attempt-SPAM
a*R+,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
S+s+S*s*A*S+S.r.S.,Botnet-TCP-Attempt-SPAM
s*R+,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
"S,",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
"A.S.S*s*S,R.S.s,b,b,b,b,b,b,b,",Botnet-TCP-Attempt-SPAM
R.R0,Botnet-TCP-Attempt-SPAM
s0,Botnet-TCP-Attempt-SPAM
R.S.,Botnet-TCP-Attempt-SPAM
a.,Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
R.S.,Botnet-TCP-Attempt-SPAM
r.S.,Botnet-TCP-Attempt-SPAM
R*s*s+s*,Botnet-TCP-Attempt-SPAM
s*r*,Botnet-TCP-Attempt-SPAM
"s*S,R.R*r*",Botnet-TCP-Attempt-SPAM
"S+S.S*B*s+S.A.S.R+S*s*S,R.S.S*R,R.A.A.A.",Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
S.A.S*r*B*s*,Botnet-TCP-Attempt-SPAM
r.a.a.r.,Botnet-TCP-Attempt-SPAM
"S,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,",Botnet-TCP-Attempt-SPAM
"b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,",Botnet-TCP-Attempt-SPAM
"S,s,R.S+S,R.S,R.S.s,b,b,b,b,a,b,b,S+r+r*S,S*s*S.R.S.S*S.r.S,R.S.S+S,s,s,S.R.S.s,S+s+s+S,R.S,R.S.s,b,b,b,S*S.r.S,R.S.s,b,R*S,R.S.S*S.",Botnet-TCP-Attempt-SPAM
S.A.,Botnet-TCP-Attempt-SPAM
R.S*s0,Botnet-TCP-Attempt-SPAM
"r*s+r*R,",Botnet-TCP-Attempt-SPAM
"S0S,R.",Botnet-TCP-Attempt-SPAM
R.S.,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
R0,Botnet-TCP-Attempt-SPAM
s*r*r*,Botnet-TCP-Attempt-SPAM
R0,Botnet-TCP-Attempt-SPAM
S*S.A.S.R*r*,Botnet-TCP-Attempt-SPAM
S+,Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
"R,S.",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
B*B*s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
A.S*,Botnet-TCP-Attempt-SPAM
s*b*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
"s*a*S,R.S.",Botnet-TCP-Attempt-SPAM
S0,Botnet-TCP-Attempt-SPAM
R0,Botnet-TCP-Attempt-SPAM
"R.S,R.S.",Botnet-TCP-Attempt-SPAM
"R.S.S+S,S.R*s+s*B*s*S.A.R*",Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
S.,Botnet-TCP-Attempt-SPAM
"s*S+s,S.r.S*s+S,S.B.B.A.S.s,b,b,b,b,R+s+A+A+S,B,R.S.R,S.S+s+S.S*r+s+S.A.S*S,s,R.S+R*B*s+S.S+S.A.S.S,S.R.R+s+S,R.S,R*S,",Botnet-TCP-Attempt-SPAM
r*A*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
b*r0,Botnet-TCP-Attempt-SPAM
S+R*,Botnet-TCP-Attempt-SPAM
"A*S,R.S.R*",Botnet-TCP-Attempt-SPAM
s+,Botnet-TCP-Attempt-SPAM
R.S.,Botnet-TCP-Attempt-SPAM
s+R*,Botnet-TCP-Attempt-SPAM
S0R+,Botnet-TCP-Attempt-SPAM
S.R*s*,Botnet-TCP-Attempt-SPAM
S+s*r+,Botnet-TCP-Attempt-SPAM
S.S*s*s*,Botnet-TCP-Attempt-SPAM
S0,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
S.r.S*,Botnet-TCP-Attempt-SPAM
S.r.S.,Botnet-TCP-Attempt-SPAM
R0S+r+,Botnet-TCP-Attempt-SPAM
s+R*,Botnet-TCP-Attempt-SPAM
"S.r.S+r*R,R*R+R0S,",Botnet-TCP-Attempt-SPAM
a*s*r*B*A*,Botnet-TCP-Attempt-SPAM
S*R*a*R+,Botnet-TCP-Attempt-SPAM
s*A*s*r*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
"s*R,R.R*",Botnet-TCP-Attempt-SPAM
"R,R.R.R.R.",Botnet-TCP-Attempt-SPAM
R.S.,Botnet-TCP-Attempt-SPAM
"S,R.S.R+",Botnet-TCP-Attempt-SPAM
"S,S.s.B.A.S.s,S+s*S.R.S.R*S,",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
r.,Botnet-TCP-Attempt-SPAM
"s*S.S*s*s*B*R,R.r.A.R.",Botnet-TCP-Attempt-SPAM
"r+s+s*R,R.r.A.r.S+s+S,R.S.S*S.R*s*S.A.S.R*r*",Botnet-TCP-Attempt-SPAM
"s*R,R.R.A.A.S+B+S,R.S.R,S.S*S.r.S*r*A*A*",Botnet-TCP-Attempt-SPAM
r.,Botnet-TCP-Attempt-SPAM
R.R0,Botnet-TCP-Attempt-SPAM
"s+s*s*S,s,s+B+A+r*S+r+s+S,S+R*S+S.S,S*R,R.r.A.R.S+R*R+S*S,",Botnet-TCP-Attempt-SPAM
"A.S,R.S.S+r*r*s+",Botnet-TCP-Attempt-SPAM
"S,R.",Botnet-TCP-Attempt-SPAM
R*S+R*,Botnet-TCP-Attempt-SPAM
"s+S.r.S.s,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,R*A*s*S,R.S,R.S.S+r+B+S,R.S,S*R,R.S*s*s*",Botnet-TCP-Attempt-SPAM
"R.R,r+R*",Botnet-TCP-Attempt-SPAM
"S.r.S+s+S.S+B+S,s+s+S,R.S,s+S,R.S,r+s,s,S*S,S.r.S,R.S.S+W.S+B+S,s,B+s,S.B.b.A.S.s,S,S.r.S.S+S,R.S+S,R.S+S,R.S,R.S.S*S.A.S,R.S.S,S.R.S,S.S,S.R.S.S,B+S.S+S.A.S.S,s+S,r,R+s,s,R.R,R,S,R*S+S.c.S*s*R.S,R.S.R,s,S+s+",Botnet-TCP-Attempt-SPAM
"s*S,R.R*s*s*r+s*s+s+A+s+S.A.S+S.R,s+s+s+R,R.r.A.A.R+r+r+S*r+s*s+S.A.S.S+r*",Botnet-TCP-Attempt-SPAM
"r.S+S,R.S.s,b,S*S,R.S*s+S*s*A*S,R.S.S*",Botnet-TCP-Attempt-SPAM
S.r.R*r+r*r*B*S+,Botnet-TCP-Attempt-SPAM
B*R0,Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
"r,S+",Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
r*S.,Botnet-TCP-Attempt-SPAM
"A.S.s,b,R*",Botnet-TCP-Attempt-SPAM
"A.S.R+S,s,R.S+B+S.R.S,R.S.s,s,R.S*R,S*S,s+b+s+s+S.R.S,R.S.s,b,S,r+S,B,R.S,R.S.S,s,S.S,S.A.S.S,w+S.R,r,R.a.r.r.S+r,R.A.a.r.S+s+s,S+S.A.S+S,R.S*S,S.r.S+r,R.a.r.A.S,r,R.S,S.R+s,R.S.s,S,S+w*s+S,R.S,B,R.S,s+S.r.S,R.S.S+S.r.S*s+R.S*R,s,",Botnet-TCP-Attempt-SPAM
"S.r.S.s,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,S*s*s*s*S,R.S+s+R,R.R*S.S+A+r*r*S,r+",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
"S,R.R+s*S0S.r.S.R+",Botnet-TCP-Attempt-SPAM
A.S.,Botnet-TCP-Attempt-SPAM
S.A.S0,Botnet-TCP-Attempt-SPAM
"R.S,R.S.",Botnet-TCP-Attempt-SPAM
S.R.S.,Botnet-TCP-Attempt-SPAM
"r.S,R.S.S*r*",Botnet-TCP-Attempt-SPAM
r*s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
"r*B*s*S.r.S.S*S+s+S.r.S,R.S.S,S*s+B+",Botnet-TCP-Attempt-SPAM
"S.a.R*s+S*s*S,R.S.R*s+s*s*S.A.S*",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
A*s*s*r*r+S*R+,Botnet-TCP-Attempt-SPAM
s*S+r*s*S.S+r*A*,Botnet-TCP-Attempt-SPAM
s*r*R*,Botnet-TCP-Attempt-SPAM
s*r*r*r*,Botnet-TCP-Attempt-SPAM
r*B*,Botnet-TCP-Attempt-SPAM
"r*B*r*S,R.R*A*",Botnet-TCP-Attempt-SPAM
B*s*,Botnet-TCP-Attempt-SPAM
R.S*r*s*r*,Botnet-TCP-Attempt-SPAM
b*r*,Botnet-TCP-Attempt-SPAM
s*S+S*A*,Botnet-TCP-Attempt-SPAM
r0,Botnet-TCP-Attempt-SPAM
r*s*s*S.R*R+,Botnet-TCP-Attempt-SPAM
"S.R.S.s,b,S+r*r*b*B*r*S+r*s*",Botnet-TCP-Attempt-SPAM
S*S.A.S*R+,Botnet-TCP-Attempt-SPAM
S*R*R+,Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
R.S.,Botnet-TCP-Attempt-SPAM
"R.r.r.R.S,s,S+S.A.S.S*S.S+s,r+S,R.S,R.S.S,S.r.R+r*s*S+s+C+s+s+S.R.S,R.S.s,b,S+S.A.S,S+S.a.S+S,R.S,R.S.s,s,s+S.R,r,R.r.A.A.S,B,A,R.A.A.r.R+s,s+S,s+S.a.S+s+S,R.S*S,R.S.S+s,S.S+r,R.A.r.A.S,B,r,s,s,R.R+s,R.S.R,s,r,R.R.r.R.S,s+s+S.r.S+s+s*s+S.r.S,S.S+B+S.a.S,R.S.s,b,S+S.r.S*s+S.R.S+s+B,s,",Botnet-TCP-Attempt-SPAM
"S,s,S+s+r*R+S.R+s+s,S.S.B.A.S.s,S*S.S*s+S.A.S.s,b,S+r,S*s+s*B*S,R.S,R.S.R+S,S+S,R.",Botnet-TCP-Attempt-SPAM
"s,B,B,S+S,S+s+r,s+s,R*S,B,r,S+s+s+B+S.S+s,S+B+S,S+s+A+S,S+s,s,b,R.R,s,R+s+b+S,s,S*S.S,S+s+r+b+S,S+s*R,s+r+r,S*s+",Botnet-TCP-Attempt-SPAM
"s,s,R+R,S+s+r,s+s,R*S,B,S+s+r+s,s,S+S,S+B+S,S+B+A+s+r,B,S.R,s+s+r,r,S+b+S,s,s+S,s,R.S.R*S,S+s+s*S,R*B*S,R+B*s+",Botnet-TCP-Attempt-SPAM
"s+s+s+s+s+S,s,S*S,B,R+S,s,s+S,s,s,s+S.A.R+s+s,s+s,B,S*S+s+S,S+S,b,R.S,S+S.R,S+S,S+r+r*s+S.S,S+s,B,B,S*S,r,R*S+s,R.S.R+s*A*S,",Botnet-TCP-Attempt-SPAM
"B+s+s,S+S,s,S*S,B,R+S,s,s+S,s,s+S.R+s+s+s,S*s+S,s+s,s,b,R.S,R+s+S,S+r+s*S.S,S+s+r+b+S,r,s+s,s+r*S,s,R.S.R+r+s*B*",Botnet-TCP-Attempt-SPAM
"s,S*S,s+r,r,r+s,s,s+s+S,r+s+s,B,R+s,s+s+s+s+s,s+s+s+B+s,R.S+s,R+B+s+r+s+s+s+S,s+s+s+s,s,R.S.R,S*s+s+B+A+s,r,R*R+s,R*s*s+s+",Botnet-TCP-Attempt-SPAM
"s,S*S,s+r,S+r*S,r+s+s,B,S+s,s+s,R.R+B+B+s+s,s+r+s,B+s+r+s+s+r+s+s+s+S,S+S,B,S+B+S,R.S.R,S*s+B+s,s+s,S+A+s,r,r,R*r+s,S*S+s,s+",Botnet-TCP-Attempt-SPAM
"R+R,s,R.S.S+s+r,r+S,s,S*S,B,s+S,S+s,s,S+S,S+b+S.r.S.S+B+S,R+r+s,s+s,R.S.s,R,s+B,s+r,s,s+B+S,s,s+W,s,R.S.R*s+S,R.S.S+s*r+s*S+s,R+s*s+S,A,R.a.A.",Botnet-TCP-Attempt-SPAM
"R+R,S+s+r,A,r+s,s,R*S,s,s+S,S+s,s,S+S,S+s+S.a.S.S+B+S,R+B+S,s,B,s+r+s+s+s+S,S+S,s,s+s+s,s,R.S.S*S.R.S.S+s,s+s+A+A+R*r+s,s+R*s+s,s,A,R.r.a.S+",Botnet-TCP-Attempt-SPAM
"s*S,R.S+s+S.S*R,R.r.r.A.S*B*s+R,R.A.R.R.S+S,R.R+s+s*r*S,R.S,R.S.S*S.R.S+R*r+s*R,R+s*s+",Botnet-TCP-Attempt-SPAM
"s,S*S,s+r,S+B+s*S,R+s,s,B,S+S,B,s+s,R.S+S,R.S.s,S+s+s+r+s,B+s+r+s+s+r+s+s+s+S,s,s+s,B,S+S.A.S.S*s+s+S,s+s,s+A+s+s+r,s,R*B*R,s+",Botnet-TCP-Attempt-SPAM
"s,S*s+r,S+B+s*S,S+S,B,s+s,s,B,s+s,R.R+s+B+S,R+s,B+s+r+s+t+s+r+s+s+S,s,s+s,B,S+S.A.S.S*s+s+s,s+A+s,s+s,r,S*S,R.S.R+S*S+s,",Botnet-TCP-Attempt-SPAM
"s,R*s+r,S+r+s+S,s+S,R.S.R,s,s,B,S+S,s,s,s,s,R.R+s+s+s+s,s,R+B+B+t*S+B+s+s,s+s,S+S,B,R*S+s,B,s+s*s+s,r,R*s*S,R.S.R+r+S*S+s,",Botnet-TCP-Attempt-SPAM
"R*s+s+S,S*R,s+r+S,s,B,S+S,B,s,s,s+S.r.R+s+s,s+s+B+s+s*S,b,R.S,S+s+B+s,S+S,B,R*r+s+s,s,s,s+S*S,r,S*S+s,R.S.S+a+s+s*S,",Botnet-TCP-Attempt-SPAM
R*B*,Botnet-TCP-Attempt-SPAM
"S,R*R0",Botnet-TCP-Attempt-SPAM
S0,Botnet-TCP-Attempt-SPAM
S0,Botnet-TCP-Attempt-SPAM
"S,S.r.S.",Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
R.S.R*,Botnet-TCP-Attempt-SPAM
"R.S.s,b,",Botnet-TCP-Attempt-SPAM
S0,Botnet-TCP-Attempt-SPAM
R+,Botnet-TCP-Attempt-SPAM
b*,Botnet-TCP-Attempt-SPAM
"S,s,R.S*S,B,S.s.r.S.s,S*r*",Botnet-TCP-Attempt-SPAM
"R.S*s*S.a.S,R.S.S*r*",Botnet-TCP-Attempt-SPAM
"S,R+B+R*S+S.r.S+B+S.A.S.S*S,R.S+S,R.S.R,S.S,S*S+A+R*R,B,S.r.S+B+s+s+s+r*S,s+s,B+S.S*S+r+s*S,",Botnet-TCP-Attempt-SPAM
r.R*s*r*S+S*S*,Botnet-TCP-Attempt-SPAM
"s+S*s+S,R.S.S*r+B+S.A.S+S,R.S.S*R+s*B*r+r+S,R+a+s+S.R*",Botnet-TCP-Attempt-SPAM
r*s*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
B*S+s*,Botnet-TCP-Attempt-SPAM
r*r+R*s*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
R.S.S*s*S.R.S.R*,Botnet-TCP-Attempt-SPAM
"r*s*S,R.S.S*S.A.S,s+S,R.S.R,S.S+A+s*r+S*r*A*R,r+",Botnet-TCP-Attempt-SPAM
"S.S*s+S*S,R.S,S*S.R+s+r,r+s,r+B+",Botnet-TCP-Attempt-SPAM
"S,s+S*S,R.S.S*B+S.R.S+S,R.S.S*R,S*r+B+r*B*r*",Botnet-TCP-Attempt-SPAM
S0R*r*r*r+,Botnet-TCP-Attempt-SPAM
"R*R,b,S.r.S.S*B+S,R.S,R.S.S+S.r.S.R*s+r*s*s+R*r*S,s,r+s*",Botnet-TCP-Attempt-SPAM
"s+S,R.S+S,R+s+r+S,R.R+S,R.S.S,S*S,B,R+s+S,R.S,R.S.S,A,R.r.A.A.S,s,R.S.S+B+S.a.S.s,b,S+s+S.r.S+S.r.S.S*R,R.a.a.r.S+S,R.S+S.A.S.",Botnet-TCP-Attempt-SPAM
R.R.r.A.,Botnet-TCP-Attempt-SPAM
"S+B+s*s*R+S*s*S*S,A,R.A.r.S+",Botnet-TCP-Attempt-SPAM
"B*s+S*B*S+s*B*R,s,r,R.r.r.r.",Botnet-TCP-Attempt-SPAM
r*s*,Botnet-TCP-Attempt-SPAM
s+S*,Botnet-TCP-Attempt-SPAM
A.,Botnet-TCP-Attempt-SPAM
r.S.,Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
S*R*s*,Botnet-TCP-Attempt-SPAM
S*S+,Botnet-TCP-Attempt-SPAM
"s*S,R.S.R*r+",Botnet-TCP-Attempt-SPAM
s*r0S*,Botnet-TCP-Attempt-SPAM
"A.S,R.S.s,b,R*",Botnet-TCP-Attempt-SPAM
"s*r*R+S,R.S+S*S.r.S.",Botnet-TCP-Attempt-SPAM
"Y,H,A,Y.R,Y.Y,h,h,h,H,H,H,Y+r,Z.Y,A,Y.Y,h,h,A,Y.R,Y.Y,I,h,H,y+y,h,H,H,r+Y.Y,H,H,H,h,A,Y.Y,y,h,h,A,Y.Y,r,Y.Y,H,H,H,h,h,H,h,H,h,H,y+y,y,r,Y.Y,H,h,y,y,h,y,y,A,Y.Y,H,H,H,H,H,A,Y.Y,y,H,y,y,H,H,H,y,y,H,h,H,H,h,h,A,Y.Y,y+r,Y.R,Y.Y,h,h,H,H,H,y,H,h,y+y,h,h,H,A,Y.Y,y,y,y,h,y,r,Y.Y,H,h,y,h,y,h,H,y,y,h,h,H,h,y,r,Y.Y,H,h,h,h,y+y,y,y,H,Y+Y,H,h,H,y,H,H,H,y,h,y,H,h,h,h,h,H,h,y+y,H,H,h,h,h,h,h,H,h,H,h,h,h,h,",Botnet-TCP-CC-Not-Encrypted
"s*s+s*S,R+r*s*R,R*S,S*s*S,R.S*s*r*S,",Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
Y.,Normal-Stribrek
Z.z.Z.Z.,Normal-Stribrek
