State,class
"*B*S,s,S*s*",Botnet-TCP-Attempt-SPAM
s*s*,Botnet-TCP-Attempt-SPAM
"+s*S,S*S,S*",Botnet-TCP-Attempt-SPAM
Y+Y.,Botnet-TCP-WEB-Established
S*S+s+S*s+s,Botnet-TCP-Attempt-SPAM
s*s*s+s+,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
"s*S+s,S+s*S",Botnet-TCP-Attempt-SPAM
"Y+Y,Y+y+y,Y",Botnet-TCP-Established-HTTP-Ad
"*y*R,Y*Y*y*",Botnet-TCP-WEB-Established
B*s*s*B*s+s,Botnet-TCP-Attempt-SPAM
"B*S,s+S*",Botnet-TCP-Attempt-SPAM
"B*S,s+s+s+s",Botnet-TCP-Attempt-SPAM
S*S+,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
V0,Botnet-TCP-Attempt-SPAM
V*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
r.,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
"S+r,R*R,r,",Botnet-TCP-Attempt-SPAM
"R*R,R0R*",Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*B*s*B*,Botnet-TCP-Attempt-SPAM
S.,Botnet-TCP-Attempt-SPAM
r.S*s*s*,Botnet-TCP-Attempt-SPAM
"B+S.R*R,S0",Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
r0,Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
s*s0,Botnet-TCP-Attempt-SPAM
v*,Botnet-TCP-Attempt-SPAM
R0,Botnet-TCP-Attempt-SPAM
s*s*s+,Botnet-TCP-Attempt-SPAM
Y*y+y*y*Y.,Botnet-TCP-Established-HTTP-Ad
*Y.Y+y+y*Y0,Botnet-TCP-Established-HTTP-Ad
v*,Botnet-TCP-Attempt-SPAM
E*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
v*,Botnet-TCP-Attempt-SPAM
s*s*s*,Botnet-TCP-Attempt-SPAM
S*s*s*s*,Botnet-TCP-Attempt-SPAM
",E,b,Y*S+H+",Botnet-TCP-Attempt-SPAM
*S+H+Z.W+y+,Botnet-TCP-CC-HTTP-Not-Encrypted
S+,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s0,Botnet-TCP-Attempt-SPAM
V*v*,Botnet-TCP-Attempt-SPAM
v*,Botnet-TCP-Attempt-SPAM
.G.x.g.x.x.,Botnet-TCP-WEB-Established
s*,Botnet-TCP-Attempt-SPAM
+s+b+b+b+b+,Botnet-TCP-Attempt-SPAM
*Z.Z*Y.Y*Y.,Botnet-TCP-Established-HTTP-Ad
s0,Botnet-TCP-Attempt-SPAM
s*r*,Botnet-TCP-Attempt-SPAM
b.B.,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
v0,Botnet-TCP-Attempt-SPAM
S.R*r*R+S*A,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
i0,Botnet-TCP-Established
".Y,y,Y.Y,H,",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
s*,Botnet-TCP-Attempt-SPAM
E*,Botnet-TCP-Attempt-SPAM
B0,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
s0,Botnet-TCP-Attempt-SPAM
v*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
*i+i*i+i+i+,Botnet-TCP-Established-HTTP-Ad
s+r+r*r*r+r,Botnet-TCP-Attempt-SPAM
r*a*R0R+r*r,Botnet-TCP-Attempt-SPAM
Z+y*,Botnet-TCP-Established-SPAM
"S,S*",Botnet-TCP-Attempt-SPAM
S*s+B+s+s*S,Botnet-TCP-Attempt-SPAM
"s,S*B*S+B+s",Botnet-TCP-Attempt-SPAM
H*y*y*Y*,Botnet-TCP-Established-SPAM
"S,s,S*B*s+s",Botnet-TCP-Attempt-SPAM
"+s,s,s+s,S*",Botnet-TCP-Attempt-SPAM
h+y*y+Y*y*y,Botnet-TCP-Established-SPAM
"*s*s*s+s,S*",Botnet-TCP-Attempt-SPAM
S+,Botnet-TCP-Attempt-SPAM
R0,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
r.A.,Botnet-TCP-Attempt-SPAM
"S,",Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
r*r*r0,Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
v*,Botnet-TCP-Attempt-SPAM
"W.W.U.W.W,U",Botnet-UDP-Attempt-DNS
.u.U.U.U.U.,Botnet-UDP-DNS
"B*S,B,",Botnet-TCP-Attempt-SPAM
E*,Botnet-TCP-Attempt-SPAM
"R*R,R*",Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
"R,R*",Botnet-TCP-Attempt-SPAM
R*s*r*,Botnet-TCP-Attempt-SPAM
R+,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
"S*S.R,A,r.",Botnet-TCP-Attempt-SPAM
"R,R+r*R,",Botnet-TCP-Attempt-SPAM
"R,",Botnet-TCP-Attempt-SPAM
"S*R,r.r.R.",Botnet-TCP-Attempt-SPAM
s+R*r*B*s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
"R,s,R+R,S*",Botnet-TCP-Attempt-SPAM
"E,z+w,I,w,f",Botnet-TCP-CC-HTTP-Not-Encrypted
"X,X.",Botnet-TCP-Established-HTTP-Ad
"Y.y.Y,",Botnet-TCP-WEB-Established
R0,Botnet-TCP-Attempt-SPAM
y.y.Y*y+H*H,Botnet-TCP-Established-HTTP-Ad
s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
v*v*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
E*V0,Botnet-TCP-Attempt-SPAM
R0,Botnet-TCP-Attempt-SPAM
s*s*B*,Botnet-TCP-Attempt-SPAM
i0,Botnet-UDP-Attempt
i0,Botnet-UDP-Custom-Encryption
S*E*t*,Botnet-TCP-Attempt-SPAM
s*s*,Botnet-TCP-Attempt-SPAM
s0,Botnet-TCP-Attempt-SPAM
I+Z0i0,Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
R*r+A*,Botnet-TCP-Attempt-SPAM
"S,",Botnet-TCP-Attempt-SPAM
A*,Botnet-TCP-Attempt-SPAM
"s.R,",Botnet-TCP-Attempt-SPAM
"+S*S,S+s*b*",Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
S.,Botnet-TCP-Attempt-SPAM
"r,r,",Botnet-TCP-Attempt-SPAM
s+S*R.R*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
"Z,Z+I,z+",Botnet-TCP-WEB-Established
Y0,Botnet-TCP-Established-HTTP-Ad
"Y.Y*y*Z.Y,R",Botnet-TCP-Established-HTTP-Ad
"Z.Z,Z.Z*z*z",Botnet-TCP-Established-HTTP-Ad
"*y+z+y+y,Z+",Botnet-TCP-Established-HTTP-Ad-yieldmanager
Z.Z.Z*Z*,Botnet-TCP-WEB-Established
"x,y,x,X,H,y",Botnet-TCP-Established-HTTP-Ad
.X.Z.Z.z.z.,Botnet-TCP-Established-HTTP-Adobe
"y*y*Y,Z+y*y",Botnet-TCP-Established-HTTP-Ad
*Y.v.Y*r*Y.,Botnet-TCP-Established-HTTP-Ad
z*I*z+H*Z*,Botnet-TCP-Established-HTTP-Ad
b*,Botnet-TCP-Attempt-SPAM
i+I+I+i+i+i,Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
S.,Botnet-TCP-Attempt-SPAM
"*s+B+s*S,S*",Botnet-TCP-Attempt-SPAM
"R+s,",Botnet-TCP-Attempt-SPAM
",s,s,S*S,r+",Botnet-TCP-Attempt-SPAM
S.,Botnet-TCP-Attempt-SPAM
"y,y,y,",Botnet-TCP-Established-HTTP-Binary-Download
R*s*,Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
"R*r*R,R*",Botnet-TCP-Attempt-SPAM
R+,Botnet-TCP-Attempt-SPAM
"s,R*",Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
a.,Botnet-TCP-Attempt-SPAM
E*v*,Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
S*B*B+B*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
R*R.S.,Botnet-TCP-Attempt-SPAM
S*R.R.R.S.S,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
s*r*S.,Botnet-TCP-Attempt-SPAM
",S*s*s+s,s+",Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
s+s+s+,Botnet-TCP-Attempt-SPAM
"S*S,b,",Botnet-TCP-Attempt-SPAM
R0S*,Botnet-TCP-Attempt-SPAM
"S+s,S*s+",Botnet-TCP-Attempt-SPAM
A*s*S+s*S+,Botnet-TCP-Attempt-SPAM
s*S+,Botnet-TCP-Attempt-SPAM
s*B+B*,Botnet-TCP-Attempt-SPAM
B*s*s*s*B*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
R*R+S*s*B*B,Botnet-TCP-Attempt-SPAM
s*s*,Botnet-TCP-Attempt-SPAM
S+S*,Botnet-TCP-Attempt-SPAM
s*s*,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
r*r*s*r*A*s,Botnet-TCP-Attempt-SPAM
Z+,Botnet-TCP-WEB-Established
s*s+s*s*,Botnet-TCP-Attempt-SPAM
B*s+s*s*,Botnet-TCP-Attempt-SPAM
"s.b.S.S,",Botnet-TCP-Attempt-SPAM
r.,Botnet-TCP-Attempt-SPAM
R*R+R*r*s*,Botnet-TCP-Attempt-SPAM
R+S*R.R.,Botnet-TCP-Attempt-SPAM
r*A*,Botnet-TCP-Attempt-SPAM
*A*r*R+R*R+,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
"R*r*R,",Botnet-TCP-Attempt-SPAM
z*z*I+i+i*I,Botnet-TCP-Established-HTTP-Ad
r*,Botnet-TCP-Attempt-SPAM
"Y+y+Y,",Botnet-TCP-WEB-Established
"Y*Y,",Botnet-TCP-WEB-Established
S*,Botnet-TCP-Attempt-SPAM
.a.R+R*B*b*,Botnet-TCP-Attempt-SPAM
"*Z,I,Z+Z,I,",Botnet-TCP-Established-HTTP-Ad
"+s+s*s+s,s+",Botnet-TCP-Attempt-SPAM
"R,R*",Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
"S,S*s*",Botnet-TCP-Attempt-SPAM
"*B*s*s+S,s+",Botnet-TCP-Attempt-SPAM
s*S+b+,Botnet-TCP-Attempt-SPAM
s*S+b+,Botnet-TCP-Attempt-SPAM
S0r*s*s+,Botnet-TCP-Attempt-SPAM
"r,r.R,r.r,R",Botnet-TCP-Attempt-SPAM
"S,S*",Botnet-TCP-Attempt-SPAM
"S,R*S*",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
r*r*r*,Botnet-TCP-Attempt-SPAM
"r,r,R*",Botnet-TCP-Attempt-SPAM
S+B+B+S*S*,Botnet-TCP-Attempt-SPAM
"s+s+S,S*s*s",Botnet-TCP-Attempt-SPAM
b*s*s*,Botnet-TCP-Attempt-SPAM
"S,S*B*s*s*",Botnet-TCP-Attempt-SPAM
s*s*,Botnet-TCP-Attempt-SPAM
s*s*,Botnet-TCP-Attempt-SPAM
",s+s,S*S*s+",Botnet-TCP-Attempt-SPAM
S+r+R*A*r*s,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*r*s*,Botnet-TCP-Attempt-SPAM
"A,r,",Botnet-TCP-Attempt-SPAM
"A.r,s.r,r,R",Botnet-TCP-Attempt-SPAM
"s*S,S*s*A+",Botnet-TCP-Attempt-SPAM
s+S*s*,Botnet-TCP-Attempt-SPAM
r+,Botnet-TCP-Attempt-SPAM
"R,R*r*r*R.",Botnet-TCP-Attempt-SPAM
R+r*r*A*r*,Botnet-TCP-Attempt-SPAM
s*r*,Botnet-TCP-Attempt-SPAM
r*s*r*A*s*,Botnet-TCP-Attempt-SPAM
"R,s+S*r*R,S",Botnet-TCP-Attempt-SPAM
r.S*S+r+S*r,Botnet-TCP-Attempt-SPAM
+S*B*s*s+r*,Botnet-TCP-Attempt-SPAM
"S+r,r,R*B*s",Botnet-TCP-Attempt-SPAM
s*B+B*,Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
a*,Botnet-TCP-Attempt-SPAM
s*r*,Botnet-TCP-Attempt-SPAM
A*,Botnet-TCP-Attempt-SPAM
y.Y*y0Y.Y+,Botnet-TCP-Established-HTTP-Ad
.Y.Y*Y.y.y.,Botnet-TCP-Established-HTTP-Ad-yieldmanager
.y.y.Y.y.y.,Botnet-TCP-Established-HTTP-Ad
"H.y,y,Y*Y.y",Botnet-TCP-Established-HTTP-Ad
"h.y.Y,Y,Y*Y",Botnet-TCP-Established-HTTP-Ad
".Y.y.Y*Y.Y,",Botnet-TCP-WEB-Established
Y0,Botnet-TCP-Established-HTTP-Ad
y.Y.h.Y*Y.y,Botnet-TCP-Established-HTTP-Ad
s*,Botnet-TCP-Attempt-SPAM
"*s+s+s,B,b,",Botnet-TCP-Attempt-SPAM
"s+S0S+B+s,s",Botnet-TCP-Attempt-SPAM
S+B+,Botnet-TCP-Attempt-SPAM
"+s+s+s+S,s+",Botnet-TCP-Attempt-SPAM
B*r*,Botnet-TCP-Attempt-SPAM
".R,r,B,S*S*",Botnet-TCP-Attempt-SPAM
"Y.y.Y.Y,Y.",Botnet-TCP-WEB-Established
s0S+,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-CC-HTTP-Not-Encrypted
"B,",Botnet-TCP-Attempt-SPAM
R+,Botnet-TCP-Attempt-SPAM
"R*R.R,R*r*",Botnet-TCP-Attempt-SPAM
s.,Botnet-TCP-Attempt-SPAM
"r+R0R,",Botnet-TCP-Attempt-SPAM
V*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
"r,S*R+S*R,R",Botnet-TCP-Attempt-SPAM
".Y+Y.Y,Y.Y+",Botnet-TCP-Established-HTTP-Ad
+z+z+z+z+z+,Botnet-TCP-Established-HTTP-Ad
S*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
S*B*s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
"y.Y,y,Y*Y,y",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
S*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s0,Botnet-TCP-Attempt-SPAM
y*s*,Botnet-TCP-CC-HTTP-Not-Encrypted
S+,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
s*s*,Botnet-TCP-Attempt-SPAM
B*v*,Botnet-TCP-Attempt-SPAM
+s+s*s+s+s+,Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
"R,R*A*",Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
"r,r,A,r,r,",Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
s+B+s+s+s+b,Botnet-TCP-Attempt-SPAM
"s+s,s,b,s,S",Botnet-TCP-Attempt-SPAM
"s+s+s,S*s+s",Botnet-TCP-Attempt-SPAM
"s+s*S,",Botnet-TCP-Attempt-SPAM
"r,s,R*",Botnet-TCP-Attempt-SPAM
"+s,S*s+b+s+",Botnet-TCP-Attempt-SPAM
",B+s+s+s,B,",Botnet-TCP-Attempt-SPAM
S+B+,Botnet-TCP-Attempt-SPAM
"R,R*r+r+R,R",Botnet-TCP-Attempt-SPAM
r*s*S+s*B*r,Botnet-TCP-Attempt-SPAM
"R,S*s*s*",Botnet-TCP-Attempt-SPAM
.R.a.R+A+S*,Botnet-TCP-Attempt-SPAM
"*r*r+s,R+r+",Botnet-TCP-Attempt-SPAM
"R.S+R,R.R+R",Botnet-TCP-Attempt-SPAM
R*,Botnet-TCP-Attempt-SPAM
"R+R0R*R,",Botnet-TCP-Attempt-SPAM
S*B*s*s+,Botnet-TCP-Attempt-SPAM
".H.y.Y*Y,Y.",Botnet-TCP-Established-HTTP-Ad
".y,y.y,H,y.",Botnet-TCP-WEB-Established-SSL
"Y+Y,H,H,H,h",Botnet-TCP-WEB-Established-SSL
r*A*,Botnet-TCP-Attempt-SPAM
".h.y,H,y,y,",Botnet-TCP-WEB-Established
B*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
"y*y*y*Y,Y*",Botnet-TCP-WEB-Established-SSL
y*Y0,Botnet-TCP-WEB-Established-SSL
"y*Y+y*Y,Y+",Botnet-TCP-WEB-Established-SSL
y*y*H*,Botnet-TCP-WEB-Established
y*y*v*H*,Botnet-TCP-WEB-Established-SSL
y*,Botnet-TCP-WEB-Established
Y*Y0,Botnet-TCP-WEB-Established-SSL
"y,Y*y*y*",Botnet-TCP-WEB-Established
H*y*Y+Y*h*,Botnet-TCP-WEB-Established-SSL
*y*y*h*s*y*,Botnet-TCP-Attempt-SPAM
y*h*s*y*v+Y,Botnet-TCP-WEB-Established-SSL
y*Y+y*,Botnet-TCP-WEB-Established
y*,Botnet-TCP-WEB-Established-SSL
y*y*,Botnet-TCP-WEB-Established
y0Y*,Botnet-TCP-WEB-Established-SSL
"Y,Y*y*Y,Y*Y",Botnet-TCP-WEB-Established-SSL
Y*y*y*y*,Botnet-TCP-WEB-Established-SSL
y*Y+y+,Botnet-TCP-WEB-Established
",R*R0R+R,r,",Botnet-TCP-Attempt-SPAM
",B,s+s,s+s,",Botnet-TCP-Attempt-SPAM
Y0,Botnet-TCP-WEB-Established-SSL
"*Y,H,y,Y*Y,",Botnet-TCP-Established-SSL-Microsoft
"Y+Y,",Botnet-TCP-WEB-Established-SSL
"*Y,Y*Y,y,Y*",Botnet-TCP-Established-SSL-Microsoft
"y*Y+Y,y.Y*y",Botnet-TCP-Established-SSL-Microsoft
"+Y,y.Y*H*Y,",Botnet-TCP-WEB-Established-SSL
"y,z,y,H,",Botnet-TCP-WEB-Established-SSL
"H,",Botnet-TCP-WEB-Established-SSL
"H,H,y,H,H,",Botnet-TCP-WEB-Established-SSL
",y,H,y,y,H,",Botnet-TCP-WEB-Established-SSL
"s+S,s,S+S,s",Botnet-TCP-Attempt-SPAM
R.S*a*R+R.,Botnet-TCP-Attempt-SPAM
"R,S0",Botnet-TCP-Attempt-SPAM
",s,S+B+B+s+",Botnet-TCP-Attempt-SPAM
"y.y,y.y,y,y",Botnet-TCP-Established-Custom-Encryption
R*r*A*r*S+A,Botnet-TCP-Attempt-SPAM
"+S,s+s,S+S,",Botnet-TCP-Attempt-SPAM
",s+S,S+s+S,",Botnet-TCP-Attempt-SPAM
"s,S*s+s,b,S",Botnet-TCP-Attempt-SPAM
a.,Botnet-TCP-Attempt-SPAM
"*s+s,S*s+s*",Botnet-TCP-Attempt-SPAM
"+S,s+S,S*s+",Botnet-TCP-Attempt-SPAM
"+R,S+S*S,b,",Botnet-TCP-Attempt-SPAM
+s+s+s+s+s+,Botnet-TCP-Attempt-SPAM
r*R+,Botnet-TCP-Attempt-SPAM
+s+s+A+B*s+,Botnet-TCP-Attempt-SPAM
"S,s+s+S*S+s",Botnet-TCP-Attempt-SPAM
Y*Y+y+y+y+z,Botnet-TCP-Established-HTTP-Ad
".H.y,y,Y,Y.",Botnet-TCP-Established-HTTP-Ad
".Y.y.Y,Y.Y.",Botnet-TCP-WEB-Established
"y.y.Y,Y.y.y",Botnet-TCP-WEB-Established
"S,",Botnet-TCP-WEB-Established
"S*S+S,s+S*s",Botnet-TCP-Attempt-SPAM
"S*S+S,S+s*s",Botnet-TCP-Attempt-SPAM
*S+s+s+s*s*,Botnet-TCP-Attempt-SPAM
"Y,",Botnet-TCP-Established-HTTP-Ad
"Y,Z*z*Z*H*y",Botnet-TCP-WEB-Established
".Z,Y*z*Y*z*",Botnet-TCP-Established-HTTP-Ad
z*,Botnet-TCP-Established-HTTP-Ad
"Z*Y,Y*z+Y*",Botnet-TCP-Established-HTTP-Ad
"Y,Z*z*y*",Botnet-TCP-Established-HTTP-Ad
"z*y*z*Y,",Botnet-TCP-WEB-Established
y*X*,Botnet-TCP-Established-HTTP-Ad
.G.Z*z*z*y*,Botnet-TCP-Established-HTTP-Ad
"Z*z*I*Y,Z*y",Botnet-TCP-Established-HTTP-Ad
",Z*Y,Z*z*y*",Botnet-TCP-Established-HTTP-Ad
"Y*Y,Y*z*Z*",Botnet-TCP-WEB-Established
X.G.I.X.Z*y,Botnet-TCP-Established-HTTP-Ad
Y*,Botnet-TCP-WEB-Established
"Y*I+Y,",Botnet-TCP-Established-HTTP-Ad
"Z,Y.Y+Y.Z,",Botnet-TCP-Established-HTTP-Ad
S0,Botnet-TCP-Attempt-SPAM
S+S*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
"+R*A*S+R,R+",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
"s,A,R.",Botnet-TCP-Attempt-SPAM
"y.y.Y.Y.Y,Y",Botnet-TCP-WEB-Established
"Y.Y.Y.Y,Y.Y",Botnet-TCP-WEB-Established
".Y.Y,Y.Y.Y.",Botnet-TCP-WEB-Established
"z,z,",Botnet-TCP-WEB-Established
",S*s+s*s*S+",Botnet-TCP-Attempt-SPAM
".S+A+s*S,R+",Botnet-TCP-Attempt-SPAM
"R,",Botnet-TCP-Attempt-SPAM
0Y*,Botnet-TCP-HTTP-Google-Net-Established
",Z+I+z+x+x+",Botnet-TCP-HTTP-Google-Net-Established
I.Z+I*Z*Y*z,Botnet-TCP-Established-HTTP-Ad
",y,y,X.Y.X.",Botnet-TCP-Established-HTTP-Ad
X.G.Z.X.X+X,Botnet-TCP-HTTP-Google-Net-Established
"X,",Botnet-TCP-WEB-Established-SSL
",r,S.R,s,s,",Botnet-TCP-Attempt-SPAM
"+s*S,S*s+s+",Botnet-TCP-Attempt-SPAM
"S*S+S*s+S,S",Botnet-TCP-Attempt-SPAM
"s+s*s+S,S*S",Botnet-TCP-Attempt-SPAM
Y*,Botnet-TCP-WEB-Established
"S*S,",Botnet-TCP-Attempt-SPAM
*B*s+B+s+s*,Botnet-TCP-Attempt-SPAM
"B+s+S*S,s+s",Botnet-TCP-Attempt-SPAM
s*r*,Botnet-TCP-Attempt-SPAM
",s,s,s,S.s.",Botnet-TCP-Attempt-SPAM
s+s*s+s+B+s,Botnet-TCP-Attempt-SPAM
+B+s+s+s+s+,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
"Y,Y+Y,Y*Y,Y",Botnet-TCP-Established-HTTP-Ad
"Y*Y,Y*Y.Y*y",Botnet-TCP-WEB-Established
"R,S*B*r+s+s",Botnet-TCP-Attempt-SPAM
S+s*s*,Botnet-TCP-Attempt-SPAM
"R,S*s*B*S+S",Botnet-TCP-Attempt-SPAM
"r,r.",Botnet-TCP-Attempt-SPAM
"s,s+B+s*s+s",Botnet-TCP-Attempt-SPAM
E*,Botnet-TCP-Attempt-SPAM
"S,R*",Botnet-TCP-Attempt-SPAM
R+,Botnet-TCP-Attempt-SPAM
v*,Botnet-TCP-Attempt-SPAM
s*B*r*,Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
v*,Botnet-TCP-Attempt-SPAM
",s+B+s*B*s+",Botnet-TCP-Attempt-SPAM
"r.s.R,",Botnet-TCP-Attempt-SPAM
".G.X,X.X.X.",Botnet-TCP-WEB-Established
s*s*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
"r,r,",Botnet-TCP-Attempt-SPAM
s*r*r*,Botnet-TCP-Attempt-SPAM
"r*S,S*",Botnet-TCP-Attempt-SPAM
i0,Botnet-TCP-Established-Custom-Encryption
r*,Botnet-TCP-Attempt-SPAM
s.,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
R+,Botnet-TCP-Attempt-SPAM
"S,R0",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
B*s*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
s*s+S*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
s*s*s*,Botnet-TCP-Attempt-SPAM
.Y.Y+Y.Y+y+,Botnet-TCP-Established-HTTP-Ad
S*,Botnet-TCP-Attempt-SPAM
r.,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
B*,Botnet-TCP-Attempt-SPAM
"I,z,z+Z,w,z",Botnet-TCP-Not-Encrypted-SMTP-Private-Proxy
S0,Botnet-TCP-Attempt-SPAM
A*,Botnet-TCP-Attempt-SPAM
R.,Botnet-TCP-Attempt-SPAM
"R,",Botnet-TCP-Attempt-SPAM
v0,Botnet-TCP-Attempt-SPAM
",h,H,e,E,e,",Botnet-TCP-Attempt-SPAM
"S,V*Y+v,y,y",Botnet-TCP-CC-HTTP-Not-Encrypted
S*,Botnet-TCP-Attempt-SPAM
S*,Botnet-TCP-Attempt-SPAM
B*s*,Botnet-TCP-Attempt-SPAM
E*,Botnet-TCP-Attempt-SPAM
"S*S,",Botnet-TCP-Attempt-SPAM
r*,Botnet-TCP-Attempt-SPAM
s+,Botnet-TCP-Attempt-SPAM
"s*R,S+S,R*r",Botnet-TCP-Attempt-SPAM
"*Z.Z*Y,Z*Z.",Botnet-TCP-Established-HTTP-Ad
.Z.z.z.Z.Z.,Botnet-TCP-WEB-Established
"y,H,H,H,H,y",Botnet-TCP-WEB-Established-SSL
"A+r+r+r,r+B",Botnet-TCP-Attempt-SPAM
"y.Y,y,",Botnet-TCP-WEB-Established
"y,Y.Y,H,y,y",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
G+,Botnet-TCP-WEB-Established
V0v*,Botnet-TCP-Attempt-SPAM
s*,Botnet-TCP-Attempt-SPAM
r0,Botnet-TCP-Attempt-SPAM
+z*z*I+I*i*,Botnet-TCP-Established-HTTP-Ad
"R,r,R*A*r*",Botnet-TCP-Attempt-SPAM
R*r*S.R0,Botnet-TCP-Attempt-SPAM
Z*v0,Botnet-TCP-Established-SPAM
s*s+S*s*s+s,Botnet-TCP-Attempt-SPAM
"s+s+b+S,S+s",Botnet-TCP-Attempt-SPAM
Y*y+y*y*Y0,Botnet-TCP-Established-SPAM
"s+s+s+S,s,s",Botnet-TCP-Attempt-SPAM
S+B+S*b*s+s,Botnet-TCP-Attempt-SPAM
Y*y*y+h+Y*,Botnet-TCP-Established-SPAM
".s,s,r,r.r,",Botnet-TCP-Attempt-SPAM
